Name,Content Set,Type,Solutions,Description
Enforce - Host Firewall Enabled,Enforce Global Objects,Sensor,"Tanium Benchmark, Tanium Enforce","Returns Yes if firewall is enabled, No otherwise"
Enforce - Last Successful GPO Save,Enforce Global Objects,Sensor,Tanium Enforce,Searches the System event log for the last successful GPO save event (1500-1503).
Useful to see if an endpoint has connectivity to a Domain Controller to fully apply policies if needed.,,,,
"NOTE: This could be any successful save, whether or not it was invoked by Enforce, such as a background policy refresh, or another 3rd party tool.",,,,
Enforce - Machine Policy Status,Enforce Global Objects,Sensor,Tanium Enforce,"Given a list of Policy Id numbers, reports the enforcement status of each."
Enforce - Machine Policy Status [VBS],Enforce Global Objects,Sensor,Tanium Enforce,"Given a list of Policy Id numbers, reports the enforcement status of each."
Enforce - Quarantine Details,Enforce Windows,Sensor,Tanium Enforce,"Reports all quarantined threats along with severity, process name, and file paths."
Enforce - Remediation Results,Enforce Global Objects,Sensor,Tanium Enforce,Reports remediation results.
Enforce - SRP Threats Last X Days,Enforce Windows,Sensor,Tanium Enforce,"Given a number of days in the past, this sensor reports all SRP events since that date."
Enforce - Total Anti-Malware Threats Last X Days,Enforce Windows,Sensor,Tanium Enforce,"Given a number of days in the past, this sensor reports the total number of anti-malware threats detected since that date."
Enforce - TPM Status,Enforce Windows,Sensor,"Tanium Benchmark, Tanium Enforce",Reports TPM Status.
Enforce - USB Blocked Devices,Enforce Global Objects,Sensor,Tanium Enforce,"Lists the blocked devices, rules, and users with the associated events detected by Tanium Recorder and Driver."
Enforce - USB Storage Device Details,Enforce Global Objects,Sensor,Tanium Enforce,Lists the attached USB devices detected by Tanium Recorder and Driver.
Enforce - USB Storage Devices,Enforce Windows,Sensor,Tanium Enforce,Lists hardware IDs for all USB storage devices.
Enforce Anti-Malware Exclusions,Enforce Windows,Sensor,Tanium Enforce,Reports all anti-malware exclusions.
Enforce Managed Definitions Targeting,Enforce Windows,Sensor,Tanium Enforce,"Used for targeting of Tanium Enforce Managed Definitions packages, this sensor determines if a host requires download and execution of the definitions package."
Enforce Prerequisites,Enforce Windows,Sensor,Tanium Enforce,Reports the installed prerequisites needed by some Enforce policies.
Engage - Survey Results,Engage,Sensor,Tanium Engage,"Returns the details of survey results from endpoints, one per row."
Engage - Survey Status,Engage,Sensor,Tanium Engage,"Returns survey status items from endpoints, one per row."
Enhanced Tags,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns all Enhanced Tags for a specified Category
Example: Business Unit~=Information Security,,,,
Enhanced Tags - Single Value,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns the value of a single Enhanced Tag given a Tag Category and Tag Name
Example: Information Security,,,,
Enhanced Tags - Single Value Exists,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns True if a single Enhanced Tag exists given a Tag Category and Tag Name
Example: True,,,,
Enhanced Tags Categories,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns a list of Tag Categories
"Example: Information Security,Finance",,,,
Enhanced Tags Category Exists,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns True if a specified Tag Category exists.
Example: True,,,,
Enhanced Tags Deployment Errors,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns the deployment errors for all enhanced tag categories
Example: Error,,,,
Enhanced Tags Details,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns all Enhanced Tags for all Categories
Example: Information Security~=Region~=North America,,,,
Enhanced Tags FQDN,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns the FQDN expected by Enhanced Tags packages
Example: host.example.com,,,,
Enhanced Tags Hostname,Enhanced Tags,Sensor,Tanium Core Content - Enhanced Tags,Returns the Hostname expected by Enhanced Tags packages
Example: host,,,,
Entity Type,Reserved,Sensor,Tanium Default Content,"The general type of entity evaluating this sensor. For example, this might be ""Computer"" or ""Mobile Device""."
Environment Variables,Incident Response,Sensor,Tanium Threat Response,Retrieves environment variables.
Established Connections,Core Content,Sensor,Tanium Core Content,"Any established connections currently being made. This multi-column Sensor displays the process responsible for the connection, the display name of the process (if available), and the target IP Address and port. Processes and IP ranges can be excluded in the Sensor definition."
Example: chrome.exe | Google Chrome | 173.194.79.99:80,,,,
Established Connections with Hash,Incident Response,Sensor,Tanium Threat Response,Retrieves information about established connections with the hash value of the connected processes. The hash algorithm can be specified.
Established Ports by Application,Core Content,Sensor,Tanium Core Content,Parameterized Sensor that shows which addresses the process is connecting to and over what local port.
Example: 0.0.0.0:17500 Firefox.exe,,,,
Explicit Logon Security Event Log Search,Incident Response,Sensor,Tanium Threat Response,Searches the Windows Security Event Log for explicit logon events.
File Certificate Details,Incident Response,Sensor,Tanium Threat Response,Provides details about embedded certificates in Unix PE and COFF format image files.
File Creation Date,Core Content,Sensor,Tanium Core Content,Returns the creation date of the file specified by the parameter.
Example: 12/12/2014 18:00,,,,
File Exists,Core Content,Sensor,Tanium Core Content,"A parameterized Sensor that checks to see if a file exists on a machine. If it does, it returns back the full path of the file. Will expand environment variables, and will expand %userprofile%/file or ""~/file"" to search all user home directories."
Example: C:\Windows\system32\notepad.exe,,,,
File Handle Details,Incident Response,Sensor,Tanium Threat Response,Retrieves information about the specified file handle that matches the input string.
File Handles Of Process,Incident Response,Sensor,Tanium Threat Response,Finds the file handles that are currently open in the specified process. The parameter is a regular expression of the process name.
File Modification Date,Core Content,Sensor,Tanium Core Content,Returns the modification date of the file specified by the parameter.
Example: 12/12/2014 18:00,,,,
File Size,Core Content,Sensor,Tanium Core Content,Returns the size of the file specified by the parameter. The size is in bytes.
Example: 69120,,,,
File System Permissions,Core Content,Sensor,Tanium Core Content,
File Version,Core Content,Sensor,Tanium Core Content,Returns the version of the file specified.
Example: 1.0,,,,
FileVault Details,Core Content,Sensor,Tanium Core Content,Returns information on the FileVault status of a machine
Example: If Available | Fully Secure | Status,,,,
Firefox Extensions,Core Content,Sensor,Tanium Core Content,Returns installed Extensions based on the contents of the addons.json file from each users profile and each Firefox profile. Only searches local profiles.
Firefox Extensions Summary,Core Content,Sensor,Tanium Core Content,Returns distinct list of installed Extensions based on the contents of the addons.json file from each users profile and each Firefox profile. Only searches local profiles.
Firewall Status,Core Content,Sensor,Tanium Core Content,Returns the current status of the Windows firewalls.
Example: DomainProfile enabled,,,,
First Managed,Discover Content,Virtual Sensor,Discover Content,
First Seen,Discover Content,Virtual Sensor,Discover Content,
Folder Contents,Core Content,Sensor,Tanium Core Content,Returns the contents of the specified folder.
Example: 0.log,,,,
Folder Exists,Core Content,Sensor,Tanium Core Content,"A parameterized Sensor that checks to see if a folder exists on a machine. If it does, it returns back the full path of the folder. Will expand environment variables, and will expand %userprofile%/folder or ""~/folder"" to search all user home directories."
Example: C:\Windows\system32,,,,
Folder Size,Core Content,Sensor,Tanium Core Content,"Folder size (in GB, MB, KB, or B)"
Example: 62 GB,,,,
Free Memory,Core Content,Sensor,Tanium Core Content,Indicates the free RAM available to the operating system.
Example: 1024MB,,,,
Free Swap,Core Content,Sensor,Tanium Core Content,Indicates the free swap space available to the operating system.
Example: 640MB,,,,
Gatekeeper Status,Core Content,Sensor,Tanium Core Content,"Return if Gatekeeper on MacOS is Enabled, Disabled or Unknown."
Guardian Reboot Required,Default,Sensor,Tanium Emerging Issues Content,"Returns if a reboot is required due to a Guardian action. If a reboot is required, the reason code is provided and the epoch timestamp for when the reboot required condition was created."
Hardware Device Failed to Load,Core Content,Sensor,Tanium Core Content,Provides errors codes for hardware devices that failed to load correctly at last boot.
Example: none,,,,
Has Incident Response ID Files,Incident Response,Sensor,Tanium Threat Response,Identifies the Incident Response ID files that exist on a machine.
"Example: ""irsearch1234 """,,,,
Has Scheduled Task,Incident Response,Sensor,Tanium Threat Response,Returns whether the specified scheduled task exists
Hash Of File,Incident Response,Sensor,Tanium Threat Response,Returns the hash digest in the chosen algorithm of a specified file path.
High CPU Consumption,Core Content,Sensor,Tanium Core Content,Indicates whether the client machine is currently experiencing high utilization of its CPU.
Example: Under threshold,,,,
High CPU Processes,Core Content,Sensor,Tanium Core Content,Lists the specified number of processes that are using the highest amount of CPU.
Example: cmd,,,,
High Memory Consumption,Core Content,Sensor,Tanium Core Content,Indicates whether the machine is above an acceptable threshold for memory utilization.
Example: Under threshold,,,,
High Memory Processes,Core Content,Sensor,Tanium Core Content,Lists the specified number processes based on ordering on amount of memory used.
Example: cmd,,,,
High Uptime,Core Content,Sensor,Tanium Core Content,Indicates whether the client machine has been online for more than 30 days.
